album,price,rating,have,want,tier,popularity
The Allman Brothers Band - The Allman Brothers Band At Fillmore East,20.0,4.63,1223,322,Top Rated,0.20841423948220064
Various - Brasil Fantastico,13.21,3.5,23,11,Niche/Underground,0.3235294117647059
チューリップ* - 魔法の黄色い靴 = The Yellow Magical Shoes,14.62,3.8,49,11,Niche/Underground,0.18333333333333332
Van Halen - Van Halen = 炎の導火線,44.09,4.7,1936,620,Top Rated,0.24256651017214398
Vandenberg - Heading For A Storm,11.81,3.63,241,27,Niche/Underground,0.10074626865671642
Van McCoy = ヴァン・マッコイ* - The Real McCoy = リアル・マッコイ,13.21,5.0,79,29,Niche/Underground,0.26851851851851855
渡辺俊幸* - 銀河漂流「バイファム」音楽集 番外編 = Round-Vernian Vifam,11.11,4.0,30,21,Niche/Underground,0.4117647058823529
Tony Bennett With Count Basie & His Orchestra* - Bennett & Basie Strike Up The Band,9.71,4.33,118,26,Niche/Underground,0.18055555555555555
Thad Jones Mel Lewis Jazz Orchestra* - Monday Night,25.15,0.0,13,10,Low Priority,0.43478260869565216
Tommy Flanagan Trio - Overseas,58.83,4.92,116,69,Top Rated,0.372972972972973
加藤登紀子* - 愛する人,19.53,3.5,32,9,Niche/Underground,0.21951219512195122
テレサ・テン* - ジェルソミーナの歩いた道,100.23,5.0,17,8,Niche/Underground,0.32
タモリ* - Tamori,10.41,2.5,90,18,Low Priority,0.16666666666666666
The Tony Rice Unit - Manzanita,100.0,4.49,1027,601,Mid-Tier (Popular),0.3691646191646192
David Bowie - Space Oddity,20.0,4.12,8120,1367,Mid-Tier (Popular),0.14409191525245071
Rostorchester - Verschrobenheit,120.0,4.56,138,144,Top Rated,0.5106382978723404
Gore - Mean Man's Dream,12.0,3.61,355,114,Mid-Tier (Popular),0.24307036247334754
Tangerine Dream - Cyclone,32.87,4.33,117,148,Mid-Tier (Popular),0.5584905660377358
渡辺岳夫* / 松山祐士 - 機動戦士ガンダムIII めぐりあい宇宙,15.32,4.21,194,134,Mid-Tier (Popular),0.40853658536585363
Takeshi Terauchi & His Blue Jeans* - Beat Beat Beat!!! Vol.4,53.21,3.0,19,58,Low Priority,0.7532467532467533
渡辺岳夫* / 松山祐士 - 機動戦士ガンダムGundam,38.48,4.31,510,332,Mid-Tier (Popular),0.39429928741092635
渡辺岳夫* / 松山祐士 / 武市昌久* - Mobile Suit Gundam I = 機動戦士ガンダム最新録音BGM集 Vol.1,13.21,4.0,310,199,Mid-Tier (Popular),0.39096267190569745
高橋竹山* - 1978,19.53,5.0,40,32,Niche/Underground,0.4444444444444444
The Christian Adult Fellowship Choir - I Will Serve Thee,25.0,0.0,3,0,Low Priority,0.0
Suzi Quatro - Live And Kickin',53.21,4.8,191,77,Top Rated,0.2873134328358209
"Martinů*, Czech Philharmonic Orchestra*, Václav Neumann - Symphony No.1 / Inventions",6.99,4.4,73,7,Niche/Underground,0.0875
T. Rex - The Slider,86.2,4.68,422,336,Top Rated,0.44327176781002636
"Supertramp - ""...Famous Last Words...""",22.34,4.62,495,138,Top Rated,0.21800947867298578
The Style Council - Our Favourite Shop,20.23,3.99,5508,499,Mid-Tier (Popular),0.08306975195605128
Stray Cats - Built For Speed,32.87,4.69,176,64,Top Rated,0.26666666666666666
Stomu Yamash'ta & Come To The Edge - Floating Music,51.81,4.17,36,167,Mid-Tier (Popular),0.8226600985221675
Mouse On Mars - Radical Connector,7.97,4.03,337,110,Mid-Tier (Popular),0.24608501118568232
Stefan Grossman & Ton Van Bergeyk* - How To Play Ragtime Guitar,18.13,0.0,13,3,Low Priority,0.1875
Sonny Stitt - The Champ,18.83,5.0,30,24,Niche/Underground,0.4444444444444444
The Spencer Davis Group - Autumn '66,15.32,3.86,92,30,Niche/Underground,0.2459016393442623
Shoji Suzuki Meets Again Peanuts Hucko - Swing In Manhattan,27.95,0.0,9,5,Low Priority,0.35714285714285715
The Love Me Nots - Sucker,60.0,4.8,49,36,Niche/Underground,0.4235294117647059
Smokey Robinson - Smoke Signals,23.04,5.0,24,14,Niche/Underground,0.3684210526315789
Charlie Parker - Jazz Forever,4.98,5.0,15,13,Niche/Underground,0.4642857142857143
Snakeman Show - 死ぬのは嫌だ、恐い。戦争反対!,13.21,4.33,153,66,Mid-Tier (Popular),0.3013698630136986
"道志郎*, 道志郎とオールスターズ - エレクトーン / 黒いオルフェ",21.64,5.0,1,9,Niche/Underground,0.9
Shirley Bassey - The Shirley Bassey Collection,20.23,5.0,16,3,Niche/Underground,0.15789473684210525
The Singers Unlimited - A Capella,13.21,5.0,19,15,Niche/Underground,0.4411764705882353
Vince Andrews - Very Convincing,8.98,4.57,42,39,Niche/Underground,0.48148148148148145
Shirley Bassey - Live At Carnegie Hall,13.92,3.5,87,11,Niche/Underground,0.11224489795918367
The Shiny Stockings - Red Roses For A Blue Lady,30.06,0.0,28,22,Low Priority,0.44
XTC - Skylarking,40.0,3.83,64,247,Mid-Tier (Popular),0.7942122186495176
Shirley Bassey - Broadway Bassey's Way,25.85,0.0,1,3,Low Priority,0.75
Sex Pistols - Never Mind The Bollocks Here's The Sex Pistols = 勝手にしやがれ,89.01,4.65,334,735,Top Rated,0.6875584658559402
Seiko Matsuda = 松田聖子* - North Wind,13.21,4.09,498,92,Mid-Tier (Popular),0.15593220338983052
"Frank Martin - Golgotha - Oratorio In Two Parts For Soli, Mixed Chorus, Orchestra And Organ, On Texts From The Evangelists And St. Augustine",6.99,0.0,25,3,Low Priority,0.10714285714285714
Yngwie J. Malmsteen* - Trilogy,27.0,4.08,2398,242,Mid-Tier (Popular),0.09166666666666666
横山菁児* - 宇宙海賊キャプテンハーロック - ドラマ編 -,16.73,4.6,76,28,Niche/Underground,0.2692307692307692
"Sapho - Passions, Passons",21.64,3.0,30,120,Low Priority,0.8
Santana - Abraxas = 天の守護神サンタナ,25.85,4.71,307,280,Top Rated,0.47700170357751276
Ray Brown / Milt Jackson - Much In Common,46.9,5.0,33,21,Niche/Underground,0.3888888888888889
REO Speedwagon - Good Trouble,16.02,5.0,36,24,Niche/Underground,0.4
Sadao Watanabe - How's Everything,11.11,4.67,215,32,Niche/Underground,0.12955465587044535
The Red Garland Trio - Groovy,28.65,4.57,99,54,Top Rated,0.35294117647058826
Red Garland - Red Alert,51.81,5.0,22,9,Niche/Underground,0.2903225806451613
Ray Brown - The Genius Of Ray Brown,16.02,0.0,18,4,Low Priority,0.18181818181818182
Rajie = ラジ* - Acoustic Moon = アコースティックムーン,41.99,4.5,33,41,Niche/Underground,0.5540540540540541
Rainbow - The Best Of Rainbow,144.45,5.0,16,36,Niche/Underground,0.6923076923076923
Cannonball Adderley - The Black Messiah,40.0,4.24,839,611,Mid-Tier (Popular),0.42137931034482756
Quincy Jones - This Is How I Feel About Jazz,20.93,5.0,28,49,Top Rated,0.6363636363636364
Pony Poindexter - Pony's Express,36.37,4.5,24,24,Niche/Underground,0.5
The Plastic Ono Band - Live Peace In Toronto 1969,13.21,4.57,123,53,Top Rated,0.30113636363636365
The Platters - Golden Platters Deluxe / Encores!,8.31,5.0,46,5,Niche/Underground,0.09803921568627451
Prism - Prism Live,20.93,4.5,91,67,Mid-Tier (Popular),0.4240506329113924
FM - Direct To Disc,20.0,4.06,450,195,Mid-Tier (Popular),0.3023255813953488
Randy Newman - Live,8.0,3.82,457,53,Mid-Tier (Popular),0.10392156862745099
Pink Floyd - Relics,500.23,5.0,18,170,Top Rated,0.9042553191489362
Patti Austin - Body Language,18.83,5.0,38,86,Top Rated,0.6935483870967742
Peter Frampton - Where I Should Be,19.53,4.2,48,18,Niche/Underground,0.2727272727272727
Flying Island - Another Kind Of Space,20.0,4.43,286,259,Mid-Tier (Popular),0.47522935779816516
Pedro & Capricious - Once Again,13.21,4.0,48,15,Niche/Underground,0.23809523809523808
The Pablo All Stars Jam* - Montreux '77,12.51,5.0,8,5,Niche/Underground,0.38461538461538464
Oscar Peterson - Girl Talk,18.83,4.86,44,15,Niche/Underground,0.2542372881355932
The Oscar Peterson Quartet - A Tribute To My Friends,35.67,4.5,35,11,Niche/Underground,0.2391304347826087
Oscar Peterson - Oscar Peterson Plays Count Basie,49.71,4.38,95,42,Mid-Tier (Popular),0.30656934306569344
Oscar D'Leon* - El Sabor De Oscar,9.71,5.0,104,15,Niche/Underground,0.12605042016806722
Osamu Shoji - Arion - Synthesizer Fantasy,47.6,4.0,21,71,Mid-Tier (Popular),0.7717391304347826
Oscar D'Leon* - El Sabor De Oscar,9.71,5.0,104,15,Niche/Underground,0.12605042016806722
Osamu Shoji - Arion - Synthesizer Fantasy,47.6,4.0,21,71,Mid-Tier (Popular),0.7717391304347826
No Artist - The Super Tristar,11.81,0.0,27,7,Low Priority,0.20588235294117646
Nicolas Peyrac - Et Mon Père...,12.51,0.0,1,0,Low Priority,0.0
King Crimson - Red,35.0,4.46,2711,1108,Mid-Tier (Popular),0.29012830583922494
"Osamu Shoji & Sound Creation, Kanji Harada - Drum Drum Drum　ドラム！ドラム！ドラム！ ダイアナ・恋の片道切符 　ロックン・ロール・リバイバル",62.34,0.0,11,37,Low Priority,0.7708333333333334
No Artist - ヨーロッパの鐘　第2集,1253.92,0.0,1,1,Low Priority,0.5
Nitty Gritty Dirt Band - Stars And Stripes Forever,8.31,3.93,1296,55,Mid-Tier (Popular),0.04071058475203553
Night Ranger - Midnight Madness,31.46,3.67,200,39,Niche/Underground,0.16317991631799164
News - Run About MAL,29.35,5.0,26,3,Niche/Underground,0.10344827586206896
"New Swinging Herd / St. Paul´s University - ""The Blues And The Abstract Truth""",15.32,0.0,6,3,Low Priority,0.3333333333333333
Neil Young & Crazy Horse - Rust Never Sleeps,47.6,4.59,295,378,Top Rated,0.5616641901931649
研ナオコ* - Original Best Hit,16.73,3.0,14,6,Low Priority,0.3
The Modern Jazz Quartet With Laurindo Almeida - Collaboration,17.43,3.86,67,23,Niche/Underground,0.25555555555555554
Moon Riders* - Istanbul Mambo,18.13,3.33,95,28,Low Priority,0.22764227642276422
Cheater Slicks - Don't Like You,24.97,4.42,518,195,Mid-Tier (Popular),0.27349228611500703
"Minako Yoshida - Minako II - Live At Sun Plaza Hall October 3, 1975",20.93,4.44,158,137,Mid-Tier (Popular),0.46440677966101696
中島みゆき* - Miss M.,19.53,4.17,136,24,Niche/Underground,0.15
Mireille Mathieu - Bonjour Mireille,27.25,4.67,15,8,Niche/Underground,0.34782608695652173
堀江美都子* - ニューヒットベスト16,48.31,0.0,10,5,Low Priority,0.3333333333333333
Miroslav Vitous - Magical Shepherd,32.87,4.67,58,182,Top Rated,0.7583333333333333
Mink DeVille - Cabretta,51.81,4.0,9,70,Mid-Tier (Popular),0.8860759493670886
Milt Jackson = ミルト・ジャクソン* & オスカー・ピーターソン・トリオ* - Ain't But A Few Of Us Left = ザ・グレイテスト・リユニオン,51.11,4.33,39,27,Niche/Underground,0.4090909090909091
Conway Twitty & Loretta Lynn - Two's A Party,2.0,3.18,567,24,Low Priority,0.04060913705583756
Various - 41 Original Hits From The Sound Track Of American Graffiti,17.21,3.9,378,67,Mid-Tier (Popular),0.15056179775280898
Milt Jackson Quintet Featuring Ray Brown - That's The Way It Is,16.02,3.6,66,20,Niche/Underground,0.23255813953488372
Milt Jackson - Ballads & Blues,22.34,4.67,39,26,Niche/Underground,0.4
Miles Davis Quintet* - Ascenseur Pour L'Echafaud,44.79,4.72,329,395,Top Rated,0.5455801104972375
Michel Polnareff - Michel Polnareff,25.15,4.0,11,11,Niche/Underground,0.5
Mel Tormé - The Tormé Touch,8.31,4.07,219,25,Niche/Underground,0.10245901639344263
Maxime Le Forestier - Best Of Maxime,16.73,0.0,12,1,Low Priority,0.07692307692307693
弘田三枝子* - 弘田三枝子のすべて,22.34,5.0,2,10,Niche/Underground,0.8333333333333334
Huxton Creepers - Keep To The Beat,15.0,3.8,57,6,Niche/Underground,0.09523809523809523
McCoy Tyner - Supertrios,20.93,4.54,93,53,Top Rated,0.363013698630137
Matt Dennis - Angel Eyes - Matt Dennis Is Back,11.11,5.0,17,3,Niche/Underground,0.15
Max Roach Quintet - Award-Winning Drummer,20.23,5.0,56,34,Niche/Underground,0.37777777777777777
Matt Dennis - Plays And Sings Matt Denis,44.79,4.0,9,0,Niche/Underground,0.0
Masanori Machida - Harley Davidson & World Super Bike - Riding On The Bike,20.93,3.0,12,13,Low Priority,0.52
Marc Tanner Band* - Temptation,11.81,3.0,53,7,Low Priority,0.11666666666666667
Paul Siebel - Woodsmoke And Oranges,13.0,4.0,23,25,Niche/Underground,0.5208333333333334
Malta - Obsession,23.04,0.0,33,20,Low Priority,0.37735849056603776
"Louis Bellson, Shelly Manne, Willie Bobo, Paul Humphrey - The Drum Session",32.87,4.5,49,134,Mid-Tier (Popular),0.73224043715847
Lips - Lips,23.74,4.0,9,15,Niche/Underground,0.625
The Cannonball Adderley Quintet - The Cannonball Adderley Quintet And Orchestra,8.0,4.37,300,171,Mid-Tier (Popular),0.3630573248407643
Linda Ronstadt - Simple Dreams,11.81,4.29,112,36,Niche/Underground,0.24324324324324326
Liona Boyd - Classical Guitar,16.73,0.0,3,2,Low Priority,0.4
Lee Morgan - The Sidewinder,41.99,4.8,78,206,Top Rated,0.7253521126760564
Led Zeppelin - Coda,56.73,4.45,1368,371,Mid-Tier (Popular),0.21334100057504313
FKJ* - French Kiwi Juice,26.99,4.66,2753,1873,Top Rated,0.404885430177259
Laban - Caught By Surprise,25.85,0.0,12,28,Low Priority,0.7
FKJ* - French Kiwi Juice,26.99,4.66,2753,1873,Top Rated,0.404885430177259
Laban - Caught By Surprise,25.85,0.0,12,28,Low Priority,0.7
杉本清* - テンポイント名勝負物語,21.64,5.0,14,13,Niche/Underground,0.48148148148148145
喜多郎* - Symphonic Suite Queen Millennia,18.13,4.6,108,50,Top Rated,0.31645569620253167
喜多郎* - 1000年女王 Original Soundtrack（ドラマ編）,21.64,4.75,44,47,Top Rated,0.5164835164835165
"Kiss, Paul Stanley - Paul Stanley",76.37,4.49,574,192,Mid-Tier (Popular),0.2506527415143603
The Kinks = ザ・キンクス* - The Kinks Present Schoolboys In Disgrace = 不良少年のメロディ,27.25,5.0,43,55,Top Rated,0.5612244897959183
Kiss - Lick It Up,47.6,4.46,844,276,Mid-Tier (Popular),0.24642857142857144
若草恵* - Heavy Metal L-Gaim BGM Collection Vol.2 = 重戦機エルガイムBGM集Vol.2,18.83,4.17,90,46,Mid-Tier (Popular),0.3382352941176471
羽田健太郎* - 超時空世紀 オーガス Orguss,20.23,4.14,190,138,Mid-Tier (Popular),0.42073170731707316
Nick Drake - Five Leaves Left,136.05,4.72,1112,1376,Top Rated,0.5530546623794212
Keith Jarrett - Death And The Flower,23.74,4.56,202,37,Niche/Underground,0.15481171548117154
Kenny Burrell & John Coltrane - Kenny Burrell & John Coltrane,59.53,4.59,179,213,Top Rated,0.5433673469387755
Kazumi Watanabe With Manhattan Blaze - Village In Bubbles,19.53,4.44,234,208,Mid-Tier (Popular),0.47058823529411764
Kazumi Band - Ganaesia,20.93,4.25,45,125,Mid-Tier (Popular),0.7352941176470589
Kalapana - Kalapana II,13.92,4.08,159,78,Mid-Tier (Popular),0.3291139240506329
Junko Ohashi = 大橋純子* - Tea For Tears,131.11,4.57,190,563,Top Rated,0.747675962815405
Thompson Twins - Here's To Future Days,4.99,3.82,5962,112,Mid-Tier (Popular),0.018439249259137307
Julie London - Gold Superdisc,60.23,5.0,11,6,Niche/Underground,0.35294117647058826
John Lennon - Plastic Ono Band,25.85,4.66,1044,427,Top Rated,0.2902787219578518
John Lennon - Mind Games,33.57,4.06,403,158,Mid-Tier (Popular),0.2816399286987522
久石譲* - 風・荒野-,36.37,4.22,57,126,Mid-Tier (Popular),0.6885245901639344
Coltrane* - Live At Birdland,49.71,4.5,31,131,Mid-Tier (Popular),0.808641975308642
Television - The Blow-Up,49.96,4.3,958,355,Mid-Tier (Popular),0.27037319116527037
Quiet Riot - Metal Health,15.0,4.02,19740,1355,Mid-Tier (Popular),0.06423323062337047
Three 6 Mafia - Da Unbreakables,20.25,4.06,630,497,Mid-Tier (Popular),0.4409937888198758
Redman - Malpractice,18.75,3.97,1808,532,Mid-Tier (Popular),0.22735042735042735
"Yehudi Menuhin, Bach* - Double Concerto In D Minor / Concerto In A Minor / Concerto In E Major",1.5,0.0,3,0,Low Priority,0.0
Gowan - Great Dirty World,2.0,3.0,66,19,Low Priority,0.2235294117647059
House Of Reps - The Recount Album,2.25,4.67,14,27,Niche/Underground,0.6585365853658537
Ma$e* - Welcome Back,4.0,3.96,401,131,Mid-Tier (Popular),0.2462406015037594
Ginuwine - The Life,20.25,4.38,336,280,Mid-Tier (Popular),0.45454545454545453
Five Special - Trak'n,5.0,0.0,15,31,Low Priority,0.6739130434782609
The Notorious B.I.G.* - Ready To Die,30.0,4.38,224,1059,Mid-Tier (Popular),0.8254091971940763
Terror Squad - True Story,9.0,3.36,468,191,Low Priority,0.2898330804248862
Crush - Misfortunes Of A Man,1.5,0.0,4,1,Low Priority,0.2
Collie Buddz - Collie Buddz,57.38,4.67,281,625,Top Rated,0.6898454746136865
The Murder City Devils* - The Murder City Devils,84.99,4.17,216,291,Mid-Tier (Popular),0.5739644970414202
The Whittingtons And  The Thrasher Brothers - Got It Together,1.5,0.0,20,2,Low Priority,0.09090909090909091
Stan Kenton - Collector's Choice,1.5,4.22,133,4,Niche/Underground,0.029197080291970802
Teresa Brewer & The World's Greatest Jazzband Of Yank Lawson And Bob Haggart - Good News,1.88,2.33,68,11,Low Priority,0.13924050632911392
Jeannie C. Riley - The Songs Of Jeannie C. Riley,1.5,3.33,131,16,Low Priority,0.10884353741496598
Tanya Tucker - The Best Of Tanya Tucker,1.5,4.6,271,16,Niche/Underground,0.05574912891986063
Stan Kenton - By Request,1.5,3.75,106,2,Niche/Underground,0.018518518518518517
The Andrews Sisters - The Golden Hits Of The Andrews Sisters,1.5,3.8,172,7,Niche/Underground,0.03910614525139665
Engelbert Humperdinck - We Made It Happen,1.5,5.0,9,1,Niche/Underground,0.1
Frog Island Jazz Band - Frog Island Jazz Band,1.88,5.0,22,3,Niche/Underground,0.12
"The 5th Dimension* - Up, Up And Away",1.5,3.58,216,59,Mid-Tier (Popular),0.21454545454545454
Jimmie Lunceford - Blues In The Night Vol. 4,1.5,4.33,93,7,Niche/Underground,0.07
The Metropolitan POPS Orchestra - Doctor Zhivago,1.5,3.5,309,6,Niche/Underground,0.01904761904761905
"Jim Whittington And The Special Edition, Eva Mae LeFevre - Jim Whittington Present The Special Edition With Eva Mae LeFevre",1.5,1.0,15,3,Low Priority,0.16666666666666666
Roy Clark - My Music & Me,1.5,3.71,314,6,Niche/Underground,0.01875
"King Swallow* - Subway Jam, Pace Yourself",1.5,4.2,106,6,Niche/Underground,0.05357142857142857
Jim Dawson - You'll Never Be Lonely With Me,1.5,4.2,91,13,Niche/Underground,0.125
Paul Glass - Bunny Lake Is Missing,4.5,5.0,36,25,Niche/Underground,0.4098360655737705
The WhoRidas - Whoridin',6.0,3.86,423,127,Mid-Tier (Popular),0.2309090909090909
State Property - The Chain Gang Vol. II,1.5,4.0,456,75,Mid-Tier (Popular),0.14124293785310735
Huelyn Duvall And The Tight Strings / Huelyn Duvall - Huelyn Duvall,3.75,4.0,114,25,Niche/Underground,0.17985611510791366
Jimmy Rushing - The Bluesway Sessions,2.63,3.69,130,14,Niche/Underground,0.09722222222222222
Maurice Jarre - Le Tambour,4.13,4.0,179,51,Mid-Tier (Popular),0.2217391304347826
Audley - PINK,2.63,4.33,150,4,Niche/Underground,0.025974025974025976
Project Pat - Mista Don't Play Everythangs Workin,151.88,4.81,232,1312,Top Rated,0.8497409326424871
Various - Gridlock'd - The Soundtrack,9.0,4.14,734,319,Mid-Tier (Popular),0.3029439696106363
Keith Murray - He's Keith Murray,2.0,3.77,699,150,Mid-Tier (Popular),0.17667844522968199
Teddy Powell And His Orchestra - - Instrumentals Never Before On Record,1.5,4.0,34,2,Niche/Underground,0.05555555555555555
"Bob Thompson, His Chorus And Orchestra - Mmm, Nice!",1.5,4.21,342,118,Mid-Tier (Popular),0.2565217391304348
Basie* / Bennett* - Count Basie Swings And Tony Bennett Sings,4.88,4.5,21,28,Niche/Underground,0.5714285714285714
Louis Prima With Sam Butera And The Witnesses - The Prima Generation '72,5.25,3.67,135,55,Mid-Tier (Popular),0.2894736842105263
Various - Tai Chi,1.5,4.5,94,29,Niche/Underground,0.23577235772357724
Jerry Wald And His Orchestra - Clarinet High Jinks,2.63,4.0,26,3,Niche/Underground,0.10344827586206896
Charlie Barnet - Vol 1,1.5,4.25,150,10,Niche/Underground,0.0625
"Artie Shaw And His Orchestra Featuring George Arus, Johnny Best*, Tony Pastor And Leo Watson - Free For All",1.5,4.5,58,4,Niche/Underground,0.06451612903225806
Bix Beiderbecke - Archive Of Jazz Volume 4 - Bix Beiderbecke,2.63,4.4,41,6,Niche/Underground,0.1276595744680851
Artie Shaw And His Orchestra - The Big Band Years,2.63,3.0,15,6,Low Priority,0.2857142857142857
Various - Photoplay Picks The Great Love Themes From Hollywood,1.88,0.0,5,1,Low Priority,0.16666666666666666
Various - Photoplay Picks The Great Love Themes From Hollywood,1.88,0.0,5,1,Low Priority,0.16666666666666666
