album,price,rating,have,want,genre
"Various - Hustlin' Pays (2xLP, Comp)",$1.50,Rated: 3.00,90 have,24 want,N/A
"Little Claw - Human Taste (LP, Album)",$1.97,Rated: 4.19,254 have,64 want,N/A
"Cappadonna - The Yin And The Yang (2xLP, Album)",$8.25,Rated: 4.00,401 have,160 want,N/A
"Lil' Kim - Notorious K.I.M. (2xLP, Album)",$15.00,Rated: 4.27,840 have,382 want,N/A
"Spanner Banner - Life Goes On (LP, Album)",$2.25,Rated: 4.40,45 have,17 want,N/A
"Sunz Of Man - The Last Shall Be First (2xLP, Album, Promo, Cle)",$3.50,Rated: 4.50,68 have,102 want,N/A
"S-Double* Aka Shabaam Sahdeeq - Never Say Never (2xLP, Album)",$1.50,Rated: 3.69,316 have,119 want,N/A
Del Serino And William Sanford* - Pretty Boy Floyd (LP),$1.50,N/A,25 have,15 want,N/A
"Simon & Garfunkel - The Concert In Central Park (2xLP, Album, Gat)",$18.82,Rated: 5.00,22 have,10 want,N/A
"Various - Twice Again (2xLP, Comp)",$1.50,Rated: 5.00,58 have,18 want,N/A
"Various - Down By The River (LP, Comp)",$1.69,Rated: 4.00,68 have,14 want,N/A
"Buddy Bregman And His Orchestra* - Swinging Kicks (LP, Album, RE)",$2.14,Rated: 5.00,24 have,18 want,N/A
"East Carolina University Symphonic Band, Pi Kappa Lambda, West Point String Quartet, East Carolina University Chorale, East Carolina University Symphony Orchestra - School of Music Festival '70 (LP, Album)",$16.94,N/A,1 have,1 want,N/A
"Various - Bring Me Another Half A Pint (LP, Comp)",$90.35,Rated: 4.80,45 have,90 want,N/A
"Muir Mathieson - George K. Arthur's Prize Package (LP, Album, Mono)",$2.89,N/A,2 have,N/A,N/A
"Shinehead - Sidewalk University (LP, Album)",$2.25,Rated: 4.55,194 have,89 want,N/A
"Кино = Kino* - Группа Крови = Groupa Kroovy (Blood Type) (LP, Album)",$254.10,Rated: 4.76,138 have,915 want,N/A
"Rick Wooley - Salt Water Highway (LP, Album)",$3.85,Rated: 3.67,14 have,32 want,N/A
"Jorge Lavat - Y La Cancion Hablada (LP, Album)",$1.50,N/A,1 have,N/A,N/A
"Jo Stafford With Paul Weston And His Orchestra - G. I. Jo (LP, Album, RE, Mar)",$1.50,Rated: 4.67,39 have,6 want,N/A
"Marisol - Sucesos (LP, Comp)",$6.75,Rated: 5.00,4 have,1 want,N/A
"Lou Rawls - When You Hear Lou, You've Heard It All (LP, Album, Pit)",$1.50,Rated: 3.90,3035 have,89 want,N/A
"Jo Stafford - Jo + Jazz (LP, Album, Mono)",$4.22,N/A,1 have,7 want,N/A
Anthony Rios - Señora Tristeza (LP),$4.22,N/A,10 have,4 want,N/A
José Feliciano - Como Tu Quieres  (LP),$1.50,N/A,53 have,7 want,N/A
"Roberto Carlos - El Rey (LP, Comp)",$2.25,Rated: 4.43,61 have,6 want,N/A
"Leo Dan - Tengo Que Buscar A Lola Sera Eso Amor (LP, Album)",$6.75,Rated: 5.00,9 have,1 want,N/A
"Bertín Osborne - Como Un Vagabundo (LP, Album)",$2.82,N/A,9 have,2 want,N/A
"Anne Murray - Anne Murray's Greatest Hits (LP, Comp, Club)",$1.50,Rated: 4.22,729 have,22 want,N/A
101 Strings - Victor Herbert (LP),$1.50,Rated: 3.00,58 have,4 want,N/A
Various - Voices of the Presidents (LP),$2.82,N/A,4 have,4 want,N/A
"Arthur Prysock - Mister Prysock (LP, Album, Mono, MGM)",$1.50,Rated: 5.00,128 have,9 want,N/A
"The Persuasions - We Still Ain't Got No Band (LP, Album, Glo)",$1.50,Rated: 4.07,325 have,37 want,N/A
"Busta Rhymes - The Big Bang (Exclusive) (2xLP, Album, Promo, Cle)",$6.75,Rated: 3.50,72 have,70 want,N/A
"Various - El Poder De La Salsa Vol. 3 (LP, Comp)",$4.22,Rated: 5.00,12 have,4 want,N/A
"Nelson Ned - Romantico Y Sentimental (LP, Comp)",$1.50,Rated: 3.00,14 have,4 want,N/A
"Roberto Carlos - En Español (LP, Comp)",$5.07,Rated: 5.00,21 have,4 want,N/A
"Various - Gala 79 Apresenta O Melhor De Noel Rosa (LP, Comp)",$1.50,Rated: 4.67,71 have,4 want,N/A
"C-Murder - Bossalinie (2xLP, Album)",$60.75,Rated: 4.40,142 have,253 want,N/A
"Busta Rhymes - The Big Bang (Exclusive) (2xLP, Album, Promo, Cle)",$6.75,Rated: 3.50,72 have,70 want,N/A
"Terri Lyne Carrington - Real Life Story (LP, Album)",$1.50,Rated: 3.89,331 have,45 want,N/A
"Various - Push For Excellence (LP, Album)",$1.50,Rated: 4.00,194 have,42 want,N/A
"The Independents - The First Time We Met (LP, Album)",$1.69,N/A,18 have,9 want,N/A
"Bob Crosby And His Orchestra - Accent On Swing (LP, Comp, Ltd)",$1.50,Rated: 4.50,36 have,4 want,N/A
"Shep Fields - Big Band Series / Original Recording (LP, Album)",$1.50,Rated: 4.00,7 have,N/A,N/A
"Jimmy Dorsey - The Jimmy Dorsey Collection - 20 Golden Greats (LP, Comp)",$1.50,Rated: 3.50,65 have,5 want,N/A
"The Amboy Dukes - Dr. Slingshot (LP, Comp)",$1.69,Rated: 3.82,67 have,16 want,N/A
"Bob Crosby And His Orchestra Featuring The Bobcats* - Their Greatest Hits (LP, Comp, RE)",$1.50,Rated: 5.00,11 have,N/A,N/A
"Jerry Gray And His Orchestra - Swingtime Volume 1; Big Band Sound Of Jerry Gray And His Orchestra (LP, Album)",$1.50,N/A,24 have,1 want,N/A
"Hubert Laws - Romeo & Juliet (LP, Album)",$2.25,Rated: 4.38,233 have,50 want,N/A
"Helen Reddy - I Am Woman (LP, Album, Win)",$1.50,Rated: 3.72,2870 have,74 want,N/A
"Perry Como With Ted Weems & His Orchestra* - The Young Perry Como (LP, Comp)",$1.50,Rated: 5.00,49 have,5 want,N/A
"Alternative TV - Vibing Up The Senile Man (Part One) (LP, Album)",$19.97,Rated: 3.80,1011 have,375 want,N/A
"Walter Hawkins - The Hawkins Family (LP, Album)",$1.50,Rated: 4.20,185 have,79 want,N/A
"Shep Fields And His Rippling Rhythms Orchestra* - 1936 To '38 (LP, Comp)",$1.50,N/A,47 have,8 want,N/A
"Jerry Butler & Brenda Lee Eager - The Love We Have, The Love We Had (LP, Album, Gat)",$1.50,Rated: 3.83,32 have,43 want,N/A
"Earl Klugh - Life Stories (LP, Album)",$1.50,Rated: 4.15,352 have,17 want,N/A
"The Ramsey Lewis Trio - Bach To The Blues (LP, Album)",$2.82,Rated: 4.11,253 have,96 want,N/A
"Jimmy Dorsey And His Orchestra - Jimmy Dorsey's Greatest Hits (2xLP, Comp)",$1.50,N/A,45 have,3 want,N/A
"Tommy Dorsey And His Orchestra - The Best Of Tommy Dorsey (LP, Comp, RE)",$1.50,Rated: 4.19,726 have,18 want,N/A
"Fletcher Henderson - Harlem In The Thirties (LP, Comp, Quad)",$1.50,Rated: 3.94,229 have,14 want,N/A
"Richard Strauss - The Philadelphia Orchestra, Eugene Ormandy - Also Sprach Zarathustra, Op. 30 (LP)",$1.50,Rated: 4.40,509 have,22 want,N/A
"Rita Coolidge - Love Me Again (LP, Album, Gat)",$2.32,N/A,15 have,1 want,N/A
"Johnny Lee (3) - Lookin' For Love (LP, Album)",$1.50,Rated: 3.25,149 have,13 want,N/A
"Pattie Brooks And The Simon Orchestra - Love Shook (LP, Album)",$1.50,Rated: 3.56,592 have,76 want,N/A
"Antonio Soler* - E. Power Biggs And Daniel Pinkham - Six Double Concertos For Two Organs (LP, Album, RE)",$1.50,Rated: 3.00,99 have,3 want,N/A
"Woody Herman - Presents Volume 2 ...Four Others (LP, Album)",$1.50,Rated: 4.08,188 have,7 want,N/A
"Weber*  •    Berlioz*  •    Liszt*  •    Smetana*  •    Dvořák*, Herbert von Karajan, Berliner Philharmoniker - Aufforderung Zum Tanz  = Invitation To The Dance (LP, RP)",$1.50,Rated: 4.22,191 have,9 want,N/A
"Strauss*, Julius Rudel, The Vienna State Orchestra* - Strauss Waltzes (LP)",$1.50,Rated: 4.00,14 have,3 want,N/A
"Billy Joel - The Stranger (LP, Album, RP, Pit)",$17.50,Rated: 4.47,662 have,166 want,N/A
"Patrick John Scott* - The Long Duel (LP, Album)",$1.50,N/A,11 have,6 want,N/A
Alex North - Film Music By Alex North (LP),$1.50,Rated: 4.00,26 have,3 want,N/A
"Handel* - Johannes Somary, English Chamber Orchestra - Royal Fireworks Music / Water Music (LP, Album, Quad, Gat)",$1.50,Rated: 3.87,312 have,4 want,N/A
Alex North Conducted By Elmer Bernstein With  The Royal Philharmonic Orchestra* - Viva Zapata! / Death Of A Salesman (LP),$1.50,Rated: 3.50,61 have,9 want,N/A
Miklós Rózsa - Young Bess (Original Motion Picture Score) (LP),$1.50,Rated: 3.50,49 have,9 want,N/A
"Sha Na Na - Rock And Roll Is Here To Stay (LP, Album, RE)",$1.50,Rated: 4.25,100 have,4 want,N/A
"David Raksin, New Philharmonia Orchestra - David Raksin Conducts His Great Film Scores (LP)",$1.50,N/A,13 have,7 want,N/A
"John Morris & Mel Brooks - Music And Dialogue From Mel Brooks' ""The Producers"" (LP, Album, RE)",$1.50,Rated: 3.83,386 have,33 want,N/A
"Bill Cosby - The Best Of Bill Cosby (LP, Comp, Win)",$1.50,Rated: 2.25,67 have,3 want,N/A
"David Raksin, New Philharmonia Orchestra - David Raksin Conducts His Great Film Scores (LP)",$1.50,Rated: 3.88,123 have,21 want,N/A
"Franz Waxman - Peyton Place (An Original Soundtrack Recording) (LP, Album)",$1.50,Rated: 2.00,44 have,1 want,N/A
"Berlioz*, Utah Symphony Orchestra / Maurice Abravanel, University Of Utah Civic Chorale, University Of Utah A Capella Choir*, Charles Bressler - Requiem, Op. 5 (Grande Messe Des Morts) (2xLP, Album, Quad)",$1.50,Rated: 4.33,29 have,7 want,N/A
"Max Steiner - The Magic of Max Steiner (LP, Album)",$2.53,N/A,15 have,5 want,N/A
"The Jonah Jones Quartet - Tijuana Taxi (LP, Album)",$1.50,Rated: 3.60,87 have,14 want,N/A
"Hugo Friedhofer - The Young Lions (The Sound Track Album) (LP, Album, Mono, RE)",$1.50,Rated: 5.00,28 have,3 want,N/A
"Max Steiner - The RKO Years (1932-1935) (LP, Comp)",$1.69,Rated: 5.00,22 have,3 want,N/A
"Alfred Newman - Captain From Castile (The Film Music Of Alfred Newman) (LP, Album)",$1.50,Rated: 2.50,27 have,3 want,N/A
"Judy Holliday And Dean Martin - Bells Are Ringing (LP, RE)",$1.50,Rated: 5.00,31 have,13 want,N/A
"Jackie Cain & Roy Kral* - A Wilder Alias (LP, Album, Ter)",$2.32,Rated: 4.50,37 have,22 want,N/A
"Michael Zager Band* - Life's A Party (LP, Album, P/Mixed)",$1.50,Rated: 4.67,135 have,60 want,N/A
"Earl Grant - Ebb Tide And Other Instrumental Favorites (LP, Album, Mono, Glo)",$1.50,Rated: 4.00,45 have,3 want,N/A
"Zukerman* - Vivaldi* - English Chamber Orchestra - Zukerman Plays Four Vivaldi Concertos (LP, Album, Quad)",$1.50,Rated: 4.00,39 have,2 want,N/A
"Stéphane Grappelli with The Hot Club Of London* - I Got Rhythm! (2xLP, Album)",$1.50,Rated: 4.13,181 have,8 want,N/A
"Boulez* Conducts Wagner*, New York Philharmonic - Boulez Conducts Wagner (LP, Album, Quad)",$1.50,N/A,56 have,9 want,N/A
"Quincy Jones - Smackwater Jack (LP, Album, RP, Gat)",$5.07,Rated: 4.31,137 have,132 want,N/A
"The Rolling Stones - Got Live If You Want It! (LP, Album)",$5.07,Rated: 3.50,108 have,93 want,N/A
"Lou Rawls - Live! (LP, Album, Scr)",$1.50,Rated: 4.15,372 have,27 want,N/A
"The New Birth* - Birth Day (LP, Album)",$19.14,Rated: 4.71,139 have,249 want,N/A
"Ray, Goodman & Brown - Ray, Goodman & Brown (LP, Album, 72 )",$1.50,Rated: 4.27,236 have,71 want,N/A
"Bill Cosby - Why Is There Air? (LP, Album, Mono, Pit)",$1.50,Rated: 3.53,2462 have,39 want,N/A
"The Detroit Spinners* - The Detroit Spinners (LP, Album)",$5.07,Rated: 4.21,285 have,283 want,N/A
Jr. Cline and the Recliners - Jr. Cline and the Recliners (LP),$1.50,N/A,22 have,1 want,N/A
"Janis Siegel - Experiment In White (LP, Album, All)",$1.50,Rated: 4.00,161 have,33 want,N/A
"Ray Heindorf - Warner Bros. Studio Orchestra* - A Tribute To James Dean. Music From Giant, East Of Eden, Rebel Without A Cause (LP, Album)",$1.50,Rated: 3.45,210 have,21 want,N/A
"Ray Heindorf - Warner Bros. Studio Orchestra* - A Tribute To James Dean. Music From Giant, East Of Eden, Rebel Without A Cause (LP, Album)",$1.50,Rated: 3.45,210 have,21 want,N/A
"Ricky Nelson (2) - The Best Of (LP, Comp, Pic)",$5.07,N/A,14 have,6 want,N/A
"The Nice - Nice Featuring Keith Emerson, Lee Jackson, Brian Davison (LP)",$3.80,N/A,30 have,28 want,N/A
"Larry Graham - Victory (LP, Album)",$1.50,Rated: 3.52,555 have,80 want,N/A
"The Blue Ridge Quartet And The Mark Four* - Burl-Bill-Laverne-Donnie And The Mark Four (LP, Album)",$1.50,N/A,40 have,5 want,N/A
"Elvis Presley - Let's Be Friends (LP, Comp, Mono, RE, Kee)",$1.50,Rated: 5.00,66 have,21 want,N/A
"The Staple Singers - Be Altitude:  Respect Yourself (LP, Album, RP)",$16.40,Rated: 3.60,36 have,65 want,N/A
"Bobby Bland - Come Fly With Me (LP, Album)",$1.88,Rated: 3.83,708 have,104 want,N/A
"Quincy Jones - You've Got It Bad Girl (LP, Album)",$21.87,Rated: 4.33,51 have,141 want,N/A
"Dave Mason - Let It Flow (LP, Album, Ter)",$1.50,Rated: 3.73,5007 have,92 want,N/A
"Leo Kottke - Balance (LP, Album, San)",$1.50,Rated: 3.67,1116 have,24 want,N/A
"Johnny Mathis - Warm / Open Fire, Two Guitars (2xLP, Comp)",$1.50,Rated: 4.80,218 have,3 want,N/A
"Thelma Houston - The Devil In Me (LP, Album, Wad)",$1.50,Rated: 3.90,280 have,36 want,N/A
"Various - Top Of The Morning (LP, Album, Comp)",$1.50,Rated: 4.50,52 have,5 want,N/A
"Moms Mabley - Now Hear This! (LP, Album, Mono)",$1.50,Rated: 4.00,35 have,3 want,N/A
"Joe Sample - David T. Walker - Swing Street Café (LP, Album)",$1.50,Rated: 4.17,395 have,62 want,N/A
"Scott Joplin, Dick Hyman - 16 Classic Rags (LP, RE)",$1.50,Rated: 3.78,207 have,10 want,N/A
"Judy Collins - Colors Of The Day (The Best Of Judy Collins) (LP, Comp, Pit)",$1.50,Rated: 3.73,4655 have,49 want,N/A
"The New Cactus Band - Son Of Cactus (LP, Album, Club, PR )",$2.53,Rated: 4.50,37 have,15 want,N/A
"Ronnie Laws - Flame (LP, Album)",$1.50,Rated: 3.95,391 have,139 want,N/A
"The Mike Turner Family - Living and Singing in Harmony with the Mike Turner Family (LP, Album)",$1.50,N/A,1 have,N/A,N/A
"Peabo Bryson - Take No Prisoners (LP, Album, Promo, Spe)",$1.50,Rated: 3.00,14 have,8 want,N/A
"Stevie Wonder - Songs In The Key Of Life (2xLP + 7"", EP + Album, Club, San)",$27.34,Rated: 4.30,654 have,976 want,N/A
"Ella* And Basie* - Ella And Basie! (LP, Album)",$9.84,Rated: 4.17,985 have,212 want,N/A
Champaign Central High School Jazz Band - Jazz '72 * Jazz '73 (2xLP),$9.12,N/A,5 have,11 want,N/A
Champaign Central High School Jazz Band - Jazz '72 * Jazz '73 (2xLP),$9.12,N/A,5 have,11 want,N/A
Various - Our Record Speaks For Itself ... (LP),$3.17,N/A,28 have,5 want,N/A
"Händel*, Academy Of St. Martin-in-the-Fields*, Neville Marriner* - 6 Concerti Grossi, Op.3 (LP)",$1.50,Rated: 3.88,111 have,4 want,N/A
"Mozart* - Mozart's Greatest Hits (LP, Comp)",$1.50,Rated: 4.42,255 have,13 want,N/A
"Tim Moore - Tim Moore (LP, Album, RE, CP )",$1.50,Rated: 4.05,244 have,30 want,N/A
"Georges Delerue - Agnes Of God (Original Motion Picture Soundtrack) (LP, Album)",$1.50,Rated: 4.75,152 have,25 want,N/A
Ingrid Bergman & Charles Boyer - Gaslight (Original Radio Broadcast) (LP),$1.50,N/A,24 have,9 want,N/A
"Johann Sebastian Bach Bach Helen Watts, Philomusica Of London, Thurston Dart - Bach Cantatas, Etc.  (LP, Album)",$1.50,Rated: 3.50,29 have,1 want,N/A
"Fennig's All-Star String Band - Saturday Night In The Provinces (LP, Album)",$1.50,Rated: 3.50,92 have,2 want,N/A
"Byron Spradlin & Carl Stanley (4) - Edge Of Drifting (LP, Album)",$1.50,Rated: 4.67,37 have,12 want,N/A
"The Liberated Wailing Wall - I Am Not Ashamed (LP, Album, Bla)",$1.50,Rated: 4.17,85 have,6 want,N/A
"Concertgebouworkest, Amsterdam* | Bernard Haitink - With The Compliments Of The VVV Amsterdam Tourist Office (LP)",$1.50,Rated: 3.67,108 have,8 want,N/A
"Mozart*, Chamber Orchestra Of Europe*, Sir Georg Solti* - Symphonies 40 & 41 (LP)",$1.50,Rated: 4.67,67 have,4 want,N/A
"Andraé Crouch - Just Andraé (LP, Album, Los)",$1.50,Rated: 3.64,334 have,46 want,N/A
"Mendelssohn*, Rochester Philharmonic Orchestra, David Zinman - A Midsummer Night's Dream & Scherzo (From Octet, Op. 20) (LP, Album)",$1.50,Rated: 4.67,59 have,2 want,N/A
Dino Kartsonakis - No Greater Love (LP),$1.50,N/A,8 have,5 want,N/A
"Dino* - My Tribute (LP, Album)",$1.50,Rated: 3.00,72 have,2 want,N/A
"Tom Kimmel - 5 To 1 (LP, Album, Promo)",$1.50,Rated: 4.00,39 have,3 want,N/A
"Johnny Winter - Second Winter (2xLP, Album, RP)",$1.69,Rated: 4.03,397 have,74 want,N/A
"Sheek Louch - Walk Witt Me (LP, MiniAlbum, Gen)",$1.50,Rated: 3.86,101 have,26 want,N/A
"Field Mob - Light Poles And Pine Trees (2xLP, Album, Promo, Cle)",$1.50,Rated: 4.00,26 have,10 want,N/A
"Pieces Of A Dream - Joyride (LP, Album)",$1.50,Rated: 3.60,610 have,61 want,N/A
"Various - Top Of The Morning (LP, Album, Comp)",$1.50,Rated: 4.50,52 have,5 want,N/A
"Jelly Roll Morton - The Library Of Congress Recordings Volume 11: Buddy Bolden's Blues (LP, Album, RE)",$1.50,Rated: 5.00,41 have,10 want,N/A
"Jelly Roll Morton - Doctor Jazz (LP, Comp, Mono)",$1.50,Rated: 3.50,125 have,1 want,N/A
"Wild Bill Davison - Lady Of The Evening (LP, Album)",$1.50,Rated: 4.00,23 have,3 want,N/A
"Teddy Wilson - Moonglow (LP, Album)",$1.50,Rated: 4.29,104 have,13 want,N/A
"Earl Hines - The Legendary Little Theater Concert Of 1964, Volume 1 (LP, Album)",$1.50,Rated: 4.38,123 have,3 want,N/A
"Earl Hines - Quintessential Continued (LP, Album, Gat)",$1.50,Rated: 3.22,123 have,24 want,N/A
"Muggsy Spanier - At Club Hangover Vol. 2 (LP, RE)",$1.50,Rated: 2.00,47 have,5 want,N/A
Teddy Wilson - Runnin' Wild (LP),$1.50,Rated: 3.90,116 have,6 want,N/A
"Bonnie Raitt - Takin' My Time (LP, Album, RE, Gat)",$2.53,Rated: 4.29,70 have,27 want,N/A
"Teddy Wilson - Striding After Fats (LP, Album, Col)",$1.50,Rated: 4.00,38 have,2 want,N/A
"Kenny Rogers - What About Me? (LP, Album, Ind)",$1.50,Rated: 3.63,1760 have,33 want,N/A
"Wild Bill Davison - Wild Bill Davison And His Jazz Band 1943 (LP, Album, Mono)",$1.50,Rated: 4.67,26 have,1 want,N/A
"John Klemmer - Touch (LP, Album, RE, Glo)",$1.50,Rated: 3.75,144 have,27 want,N/A
"Jonathan Edwards (2) - Little Hands (Songs For And About Children) (LP, Album)",$1.69,Rated: 5.00,31 have,9 want,N/A
"Bob Devlin (2) - String Rambler (LP, Album)",$1.50,N/A,33 have,7 want,N/A
"Teddy Wilson - Cole Porter Classics (LP, Album)",$1.50,Rated: 5.00,28 have,3 want,N/A
Wally Rose - On Piano (LP),$1.50,N/A,14 have,2 want,N/A
"Earl Hines - Earl Hines Plays Duke Ellington (LP, Album)",$2.11,Rated: 3.44,85 have,15 want,N/A
Johnny Guarnieri - Plays The Music Of Walter Donaldson (LP),$1.50,Rated: 4.40,39 have,7 want,N/A
"Point Blank (9) - Point Blank (LP, Album, Ter)",$1.90,Rated: 5.00,24 have,47 want,N/A
"Various - The Chicagoans - ""The Austin High Gang"" 1928 - 1930 (LP, Comp)",$1.50,Rated: 3.00,49 have,7 want,N/A
"Soprano Summit - Live At Concord '77 (LP, Album)",$1.50,N/A,1 want,N/A,N/A
"Merle Evans - Circus Spectacular (LP, Mono)",$1.69,Rated: 2.00,22 have,8 want,N/A
"Jesse Colin Young - On The Road (LP, RE)",$1.50,Rated: 5.00,34 have,9 want,N/A
"Flo & Eddie - The Best Of Flo & Eddie (LP, Comp)",$2.96,Rated: 4.10,191 have,23 want,N/A
"The World's Greatest Jazzband Of Yank Lawson And Bob Haggart - The World's Greatest Jazz Band (LP, Quad, Gat)",$1.50,Rated: 3.75,65 have,9 want,N/A
"Andreas Vollenweider - White Winds (LP, Album, Car)",$1.50,Rated: 4.40,604 have,31 want,N/A
"Grateful Dead* - In The Dark (LP, Album, Hau)",$25.00,Rated: 4.11,4476 have,491 want,N/A
"Jim Galloway, Dick Wellstood, Pete Magadini - Three Is Company (LP, Album)",$1.50,Rated: 3.13,84 have,14 want,N/A
"Kenny Rogers & The First Edition - Greatest Hits (LP, Comp, Club, RE)",$1.50,Rated: 4.25,87 have,6 want,N/A
"Teddy Wilson - And Then They Wrote (LP, Album)",$1.50,Rated: 4.00,8 have,7 want,N/A
"Earl Hines - Quintessential Recording Session (LP, Album, RE)",$1.50,Rated: 3.94,265 have,26 want,N/A
"Cate Bros.* - In One Eye And Out The Other (LP, Album, Promo)",$1.50,Rated: 3.00,48 have,7 want,N/A
"Bob Wilber And The Bechet Legacy - Ode To Bechet (LP, Album)",$2.11,Rated: 4.00,29 have,1 want,N/A
"Jesse Winchester - A Touch On The Rainy Side (LP, Album, Jac)",$1.50,Rated: 3.33,41 have,1 want,N/A
"Earl Hines - Archive Of Jazz Volume 40 (LP, Comp, RE)",$1.50,Rated: 4.00,88 have,4 want,N/A
"Barbara Mandrell - The Best Of Barbara Mandrell (LP, Comp, Club, RCA)",$1.50,Rated: 3.47,295 have,8 want,N/A
"Paul Jabara - The Third Album (LP, Album, 24)",$1.50,N/A,5 have,2 want,N/A
"Teddy Wilson - With Billie In Mind (LP, Album)",$1.50,Rated: 4.21,155 have,10 want,N/A
"Clifford Brown - The Paris Collection (LP, Comp)",$1.50,Rated: 4.14,248 have,16 want,N/A
"Elvis Presley - On Stage, February 1970 (LP, Album, RE)",$1.50,Rated: 4.00,93 have,39 want,N/A
"Buster Brown - Get Down With Buster Brown King Of The Blues (LP, RE)",$1.50,Rated: 4.63,124 have,19 want,N/A
"Unknown Artist - Instructional Test Record (LP, Gat)",$1.50,N/A,11 have,5 want,N/A
"Maynard Ferguson And His Orchestra* - Maynard '61 (LP, Album, Mono)",$1.50,Rated: 3.00,166 have,12 want,N/A
No Artist - The Fading Giant (LP),$5.07,Rated: 2.67,85 have,40 want,N/A
"One-Man Johnson - '54 Chevrolet Panel Truck Blues (LP, Album)",$1.50,Rated: 4.00,46 have,3 want,N/A
"Elvis Presley - From Elvis Presley Boulevard, Memphis, Tennessee (LP, Album, RE, Bla)",$1.90,N/A,38 have,21 want,N/A
"Fats Waller - Hitherto Unpublished Piano, Vocal And Conversation (Volume 1) (LP, RE)",$1.50,Rated: 3.69,205 have,9 want,N/A
"Billy Swan - Rock 'n' Roll Moon (LP, Album, San)",$1.50,Rated: 4.50,126 have,20 want,N/A
"Elvis* - Aloha From Hawaii Via Satellite (2xLP, Album, Quad, M/Print, Gat)",$2.53,Rated: 3.70,707 have,77 want,N/A
"Various - My Favorite Hits - Mickey Mantle (LP, Comp, Mono)",$9.12,Rated: 3.00,66 have,21 want,N/A
"Elvis Presley - Elvis' Golden Records, Vol. 3 (LP, Album, Comp, Roc)",$5.07,Rated: 4.50,99 have,43 want,N/A
"Elvis Presley - Elvis' Golden Records, Vol. 3 (LP, Album, Comp, Roc)",$5.07,Rated: 4.50,99 have,43 want,N/A
Michel Legrand - Atlantic City (Original Soundtrack) (LP),$1.50,Rated: 3.40,103 have,19 want,N/A
"Various - A Night In Heaven (The Original Motion Picture Soundtrack) (LP, Comp, B P)",$1.50,Rated: 4.00,74 have,9 want,N/A
"Robert Klein - New Teeth (LP, Album, Pit)",$1.50,Rated: 3.45,269 have,15 want,N/A
"Benny Goodman - Benny Goodman's Greatest Hits (LP, Comp, RE)",$1.50,Rated: 4.43,100 have,18 want,N/A
"Joe Jackson - Mike's Murder (The Motion Picture Soundtrack) (LP, Album, B -)",$1.69,Rated: 4.33,48 have,10 want,N/A
Lerner & Loewe's* - Gigi (Original Cast Recording) (LP),$1.50,Rated: 3.50,10 have,2 want,N/A
"K* + J.J.* - K + J.J. (LP, Album, Mono)",$2.11,Rated: 3.70,469 have,100 want,N/A
